@relation cleaner

@attribute class {blood, cake, coffee, dressing, dust, fungus, glass, glue, grass, ink, lubricant, mud, oil, paper, paste, rot, sand, sauce, water, wine}
@attribute age numeric
@attribute class {floor, wood, carpet, carpetCotton}
@attribute class {airFreshener,alcohol,bakingSoda,cleaningMilk,dishSoap,floorSoap,fumigator,nothing,paste,soap,solvent,spray,vanish,vinegar,washingPowder,water}

@data
wine,81,floor,alcohol
wine,94,floor,alcohol
wine,99,floor,alcohol
wine,97,floor,alcohol
wine,96,floor,alcohol
wine,98,floor,alcohol
wine,100,floor,alcohol
wine,88,floor,alcohol
wine,90,floor,alcohol
wine,95,floor,alcohol
wine,100,floor,alcohol
wine,91,floor,alcohol
wine,92,floor,alcohol
wine,98,floor,alcohol
wine,87,floor,alcohol
wine,81,floor,alcohol
wine,84,floor,alcohol
wine,90,floor,alcohol
wine,96,floor,alcohol
wine,86,floor,alcohol
wine,82,floor,alcohol
wine,83,floor,alcohol
wine,81,floor,alcohol
wine,83,floor,alcohol
wine,88,floor,alcohol
wine,93,floor,alcohol
wine,96,floor,alcohol
wine,92,floor,alcohol
wine,91,floor,alcohol
wine,99,floor,alcohol
wine,91,floor,alcohol
wine,99,floor,alcohol
wine,82,floor,alcohol
wine,91,floor,alcohol
wine,82,floor,alcohol
wine,94,floor,alcohol
wine,99,floor,alcohol
wine,82,floor,alcohol
wine,87,floor,alcohol
wine,84,floor,alcohol
wine,92,floor,alcohol
wine,91,floor,alcohol
wine,97,floor,alcohol
wine,91,floor,alcohol
wine,96,floor,alcohol
wine,93,floor,alcohol
wine,88,floor,alcohol
wine,81,floor,alcohol
wine,95,floor,alcohol
wine,100,floor,alcohol
wine,88,floor,alcohol
wine,100,floor,alcohol
wine,99,floor,alcohol
wine,84,floor,alcohol
wine,90,floor,alcohol
wine,91,floor,alcohol
wine,99,floor,alcohol
wine,93,floor,alcohol
wine,84,floor,alcohol
wine,91,floor,alcohol
wine,95,floor,alcohol
wine,96,floor,alcohol
wine,82,floor,alcohol
wine,87,floor,alcohol
wine,89,floor,alcohol
wine,90,floor,alcohol
wine,83,floor,alcohol
wine,96,floor,alcohol
wine,91,floor,alcohol
wine,85,floor,alcohol
wine,93,floor,alcohol
wine,92,floor,alcohol
wine,95,floor,alcohol
wine,97,floor,alcohol
wine,89,floor,alcohol
wine,85,floor,alcohol
wine,95,floor,alcohol
wine,88,floor,alcohol
wine,93,floor,alcohol
wine,89,floor,alcohol
wine,91,floor,alcohol
wine,83,floor,alcohol
wine,96,floor,alcohol
wine,98,floor,alcohol
wine,95,floor,alcohol
wine,99,floor,alcohol
wine,97,floor,alcohol
wine,87,floor,alcohol
wine,90,floor,alcohol
wine,85,floor,alcohol
wine,87,floor,alcohol
wine,95,floor,alcohol
wine,90,floor,alcohol
wine,100,floor,alcohol
wine,89,floor,alcohol
wine,97,floor,alcohol
wine,85,floor,alcohol
wine,81,floor,alcohol
wine,98,floor,alcohol
wine,90,floor,alcohol
wine,94,floor,alcohol
wine,87,floor,alcohol
wine,81,floor,alcohol
wine,82,floor,alcohol
wine,87,floor,alcohol
wine,84,floor,alcohol
wine,99,floor,alcohol
wine,90,floor,alcohol
wine,89,floor,alcohol
wine,95,floor,alcohol
wine,98,floor,alcohol
wine,84,floor,alcohol
wine,81,floor,alcohol
wine,95,floor,alcohol
wine,91,floor,alcohol
wine,99,floor,alcohol
wine,82,floor,alcohol
wine,95,floor,alcohol
wine,97,floor,alcohol
wine,91,floor,alcohol
wine,86,floor,alcohol
wine,82,floor,alcohol
wine,100,floor,alcohol
wine,90,floor,alcohol
wine,99,floor,alcohol
wine,86,floor,alcohol
wine,95,floor,alcohol
wine,82,floor,alcohol
wine,96,floor,alcohol
wine,90,floor,alcohol
wine,89,floor,alcohol
wine,94,floor,alcohol
wine,87,floor,alcohol
wine,84,floor,alcohol
wine,88,floor,alcohol
blood,62,carpet,bakingSoda
blood,69,carpetCotton,bakingSoda
blood,67,carpet,bakingSoda
blood,61,carpet,bakingSoda
blood,97,carpet,bakingSoda
blood,82,carpet,bakingSoda
blood,80,carpet,bakingSoda
blood,55,carpet,bakingSoda
blood,61,carpetCotton,bakingSoda
blood,66,carpet,bakingSoda
blood,61,carpetCotton,bakingSoda
blood,68,carpet,bakingSoda
blood,78,carpet,bakingSoda
blood,100,carpetCotton,bakingSoda
blood,83,carpet,bakingSoda
blood,67,carpet,bakingSoda
blood,66,carpet,bakingSoda
blood,69,carpetCotton,bakingSoda
blood,54,carpet,bakingSoda
blood,72,carpet,bakingSoda
blood,71,carpetCotton,bakingSoda
blood,78,carpet,bakingSoda
blood,95,carpetCotton,bakingSoda
blood,79,carpet,bakingSoda
blood,63,carpetCotton,bakingSoda
blood,57,carpetCotton,bakingSoda
blood,77,carpet,bakingSoda
blood,83,carpetCotton,bakingSoda
blood,70,carpetCotton,bakingSoda
blood,59,carpetCotton,bakingSoda
blood,79,carpet,bakingSoda
blood,74,carpetCotton,bakingSoda
blood,74,carpet,bakingSoda
blood,55,carpetCotton,bakingSoda
blood,100,carpet,bakingSoda
blood,85,carpetCotton,bakingSoda
blood,79,carpet,bakingSoda
blood,84,carpetCotton,bakingSoda
blood,55,carpet,bakingSoda
blood,55,carpetCotton,bakingSoda
blood,85,carpetCotton,bakingSoda
blood,72,carpetCotton,bakingSoda
blood,82,carpet,bakingSoda
blood,97,carpetCotton,bakingSoda
blood,95,carpet,bakingSoda
blood,100,carpet,bakingSoda
blood,85,carpetCotton,bakingSoda
blood,69,carpetCotton,bakingSoda
blood,87,carpetCotton,bakingSoda
blood,74,carpetCotton,bakingSoda
blood,91,carpet,bakingSoda
blood,51,carpetCotton,bakingSoda
blood,63,carpet,bakingSoda
blood,53,carpetCotton,bakingSoda
blood,76,carpet,bakingSoda
blood,75,carpet,bakingSoda
blood,73,carpetCotton,bakingSoda
blood,77,carpetCotton,bakingSoda
blood,64,carpetCotton,bakingSoda
blood,66,carpet,bakingSoda
blood,88,carpet,bakingSoda
blood,93,carpet,bakingSoda
blood,56,carpetCotton,bakingSoda
blood,51,carpetCotton,bakingSoda
blood,56,carpet,bakingSoda
blood,79,carpetCotton,bakingSoda
blood,51,carpet,bakingSoda
blood,78,carpetCotton,bakingSoda
blood,88,carpet,bakingSoda
blood,77,carpetCotton,bakingSoda
blood,70,carpet,bakingSoda
blood,65,carpet,bakingSoda
blood,64,carpet,bakingSoda
blood,82,carpet,bakingSoda
blood,99,carpetCotton,bakingSoda
blood,61,carpet,bakingSoda
blood,71,carpet,bakingSoda
blood,66,carpet,bakingSoda
blood,61,carpet,bakingSoda
blood,97,carpetCotton,bakingSoda
blood,51,carpetCotton,bakingSoda
blood,79,carpet,bakingSoda
blood,80,carpet,bakingSoda
blood,66,carpet,bakingSoda
blood,51,carpetCotton,bakingSoda
blood,73,carpet,bakingSoda
blood,53,carpetCotton,bakingSoda
blood,71,carpet,bakingSoda
blood,92,carpet,bakingSoda
blood,57,carpet,bakingSoda
blood,91,carpet,bakingSoda
blood,66,carpetCotton,bakingSoda
blood,70,carpet,bakingSoda
blood,55,carpet,bakingSoda
blood,88,carpetCotton,bakingSoda
blood,88,carpet,bakingSoda
blood,58,carpet,bakingSoda
blood,83,carpetCotton,bakingSoda
blood,86,carpetCotton,bakingSoda
blood,68,carpet,bakingSoda
blood,51,carpet,bakingSoda
blood,69,carpet,bakingSoda
blood,78,carpet,bakingSoda
blood,74,carpetCotton,bakingSoda
blood,62,carpetCotton,bakingSoda
blood,70,carpetCotton,bakingSoda
blood,64,carpetCotton,bakingSoda
blood,76,carpet,bakingSoda
blood,54,carpet,bakingSoda
blood,88,carpetCotton,bakingSoda
blood,96,carpet,bakingSoda
blood,86,carpetCotton,bakingSoda
blood,87,carpet,bakingSoda
blood,82,carpetCotton,bakingSoda
blood,68,carpetCotton,bakingSoda
blood,69,carpetCotton,bakingSoda
blood,64,carpet,bakingSoda
blood,66,carpetCotton,bakingSoda
blood,94,carpetCotton,bakingSoda
blood,57,carpetCotton,bakingSoda
blood,68,carpet,bakingSoda
blood,58,carpet,bakingSoda
blood,82,carpet,bakingSoda
blood,81,carpet,bakingSoda
blood,64,carpetCotton,bakingSoda
blood,89,carpetCotton,bakingSoda
blood,54,carpet,bakingSoda
blood,74,carpetCotton,bakingSoda
blood,81,carpet,bakingSoda
blood,100,carpetCotton,bakingSoda
blood,58,carpetCotton,bakingSoda
blood,84,carpet,bakingSoda
blood,60,carpetCotton,bakingSoda
blood,77,carpet,bakingSoda
blood,58,carpet,bakingSoda
blood,64,carpetCotton,bakingSoda
blood,61,carpetCotton,bakingSoda
blood,96,carpetCotton,bakingSoda
blood,70,carpet,bakingSoda
blood,82,carpet,bakingSoda
blood,68,carpetCotton,bakingSoda
blood,68,carpet,bakingSoda
blood,71,carpet,bakingSoda
blood,63,carpet,bakingSoda
blood,98,carpet,bakingSoda
blood,58,carpet,bakingSoda
blood,97,carpetCotton,bakingSoda
blood,92,carpetCotton,bakingSoda
blood,83,carpetCotton,bakingSoda
blood,60,carpetCotton,bakingSoda
blood,82,carpetCotton,bakingSoda
blood,100,carpet,bakingSoda
blood,82,carpetCotton,bakingSoda
blood,54,carpet,bakingSoda
blood,59,carpetCotton,bakingSoda
blood,88,carpetCotton,bakingSoda
blood,79,carpetCotton,bakingSoda
blood,88,carpet,bakingSoda
blood,91,carpet,bakingSoda
blood,55,carpetCotton,bakingSoda
blood,74,carpet,bakingSoda
blood,72,carpet,bakingSoda
blood,85,carpet,bakingSoda
blood,76,carpet,bakingSoda
blood,87,carpetCotton,bakingSoda
blood,73,carpet,bakingSoda
blood,61,carpetCotton,bakingSoda
blood,77,carpet,bakingSoda
blood,62,carpet,bakingSoda
blood,68,carpet,bakingSoda
blood,88,carpetCotton,bakingSoda
blood,95,carpetCotton,bakingSoda
blood,82,carpet,bakingSoda
blood,53,carpetCotton,bakingSoda
blood,63,carpet,bakingSoda
blood,94,carpetCotton,bakingSoda
blood,89,carpet,bakingSoda
blood,84,carpet,bakingSoda
blood,95,carpet,bakingSoda
blood,87,carpetCotton,bakingSoda
blood,70,carpet,bakingSoda
blood,79,carpetCotton,bakingSoda
blood,92,carpetCotton,bakingSoda
blood,89,carpetCotton,bakingSoda
blood,51,carpet,bakingSoda
blood,59,carpetCotton,bakingSoda
blood,84,carpetCotton,bakingSoda
blood,78,carpetCotton,bakingSoda
blood,74,carpet,bakingSoda
blood,62,carpet,bakingSoda
blood,75,carpetCotton,bakingSoda
blood,66,carpetCotton,bakingSoda
blood,55,carpetCotton,bakingSoda
blood,71,carpet,bakingSoda
blood,62,carpetCotton,bakingSoda
blood,60,carpet,bakingSoda
blood,84,carpetCotton,bakingSoda
blood,53,carpetCotton,bakingSoda
blood,96,carpetCotton,bakingSoda
fungus,31,carpet,bakingSoda
fungus,27,carpetCotton,bakingSoda
fungus,26,carpet,bakingSoda
fungus,34,carpet,bakingSoda
fungus,35,carpetCotton,bakingSoda
fungus,33,carpetCotton,bakingSoda
fungus,31,carpetCotton,bakingSoda
fungus,37,carpetCotton,bakingSoda
fungus,40,carpetCotton,bakingSoda
fungus,35,carpet,bakingSoda
fungus,26,carpet,bakingSoda
fungus,38,carpetCotton,bakingSoda
fungus,30,carpet,bakingSoda
fungus,30,carpetCotton,bakingSoda
fungus,27,carpetCotton,bakingSoda
fungus,35,carpetCotton,bakingSoda
fungus,40,carpet,bakingSoda
fungus,33,carpet,bakingSoda
fungus,40,carpetCotton,bakingSoda
fungus,36,carpet,bakingSoda
fungus,40,carpetCotton,bakingSoda
fungus,32,carpetCotton,bakingSoda
fungus,37,carpetCotton,bakingSoda
fungus,34,carpetCotton,bakingSoda
fungus,35,carpetCotton,bakingSoda
fungus,32,carpetCotton,bakingSoda
fungus,27,carpetCotton,bakingSoda
fungus,28,carpetCotton,bakingSoda
fungus,39,carpet,bakingSoda
fungus,39,carpetCotton,bakingSoda
fungus,33,carpet,bakingSoda
fungus,28,carpetCotton,bakingSoda
fungus,30,carpetCotton,bakingSoda
fungus,29,carpetCotton,bakingSoda
fungus,28,carpet,bakingSoda
fungus,35,carpet,bakingSoda
fungus,27,carpet,bakingSoda
fungus,29,carpet,bakingSoda
fungus,26,carpetCotton,bakingSoda
fungus,29,carpet,bakingSoda
fungus,27,carpetCotton,bakingSoda
fungus,34,carpetCotton,bakingSoda
fungus,36,carpetCotton,bakingSoda
fungus,38,carpetCotton,bakingSoda
fungus,28,carpetCotton,bakingSoda
fungus,38,carpet,bakingSoda
fungus,36,carpetCotton,bakingSoda
fungus,27,carpet,bakingSoda
fungus,39,carpet,bakingSoda
fungus,36,carpetCotton,bakingSoda
fungus,27,carpetCotton,bakingSoda
fungus,29,carpet,bakingSoda
fungus,37,carpetCotton,bakingSoda
fungus,40,carpetCotton,bakingSoda
fungus,32,carpetCotton,bakingSoda
fungus,32,carpet,bakingSoda
fungus,37,carpetCotton,bakingSoda
fungus,39,carpetCotton,bakingSoda
fungus,33,carpet,bakingSoda
fungus,29,carpet,bakingSoda
fungus,39,carpetCotton,bakingSoda
fungus,29,carpetCotton,bakingSoda
fungus,36,carpetCotton,bakingSoda
fungus,31,carpetCotton,bakingSoda
fungus,39,carpet,bakingSoda
fungus,35,carpetCotton,bakingSoda
fungus,31,carpet,bakingSoda
fungus,32,carpetCotton,bakingSoda
fungus,34,carpet,bakingSoda
fungus,36,carpetCotton,bakingSoda
fungus,26,carpetCotton,bakingSoda
fungus,36,carpetCotton,bakingSoda
fungus,34,carpet,bakingSoda
fungus,32,carpet,bakingSoda
fungus,33,carpetCotton,bakingSoda
fungus,31,carpetCotton,bakingSoda
fungus,36,carpet,bakingSoda
fungus,36,carpetCotton,bakingSoda
fungus,38,carpet,bakingSoda
fungus,32,carpetCotton,bakingSoda
fungus,34,carpet,bakingSoda
fungus,33,carpetCotton,bakingSoda
fungus,38,carpet,bakingSoda
fungus,30,carpetCotton,bakingSoda
fungus,30,carpet,bakingSoda
fungus,39,carpet,bakingSoda
fungus,29,carpet,bakingSoda
fungus,34,carpet,bakingSoda
fungus,37,carpetCotton,bakingSoda
fungus,34,carpet,bakingSoda
fungus,27,carpet,bakingSoda
fungus,32,carpetCotton,bakingSoda
fungus,30,carpetCotton,bakingSoda
fungus,27,carpetCotton,bakingSoda
fungus,28,carpet,bakingSoda
fungus,34,carpet,bakingSoda
fungus,30,carpetCotton,bakingSoda
fungus,39,carpet,bakingSoda
fungus,35,carpetCotton,bakingSoda
fungus,26,carpet,bakingSoda
fungus,29,carpetCotton,bakingSoda
fungus,37,carpetCotton,bakingSoda
fungus,33,carpetCotton,bakingSoda
fungus,26,carpetCotton,bakingSoda
fungus,35,carpet,bakingSoda
fungus,31,carpet,bakingSoda
fungus,29,carpetCotton,bakingSoda
fungus,28,carpet,bakingSoda
fungus,34,carpetCotton,bakingSoda
fungus,28,carpetCotton,bakingSoda
fungus,34,carpet,bakingSoda
fungus,29,carpet,bakingSoda
fungus,36,carpet,bakingSoda
fungus,34,carpetCotton,bakingSoda
fungus,37,carpetCotton,bakingSoda
fungus,40,carpetCotton,bakingSoda
fungus,30,carpetCotton,bakingSoda
fungus,33,carpetCotton,bakingSoda
fungus,37,carpet,bakingSoda
fungus,30,carpetCotton,bakingSoda
fungus,33,carpet,bakingSoda
fungus,27,carpetCotton,bakingSoda
fungus,31,carpetCotton,bakingSoda
fungus,35,carpet,bakingSoda
fungus,35,carpetCotton,bakingSoda
fungus,33,carpet,bakingSoda
fungus,34,carpet,bakingSoda
fungus,29,carpetCotton,bakingSoda
fungus,40,carpetCotton,bakingSoda
fungus,31,carpetCotton,bakingSoda
fungus,36,carpetCotton,bakingSoda
fungus,31,carpet,bakingSoda
fungus,35,carpetCotton,bakingSoda
fungus,38,carpetCotton,bakingSoda
fungus,32,carpetCotton,bakingSoda
fungus,32,carpet,bakingSoda
fungus,26,carpet,bakingSoda
fungus,34,carpet,bakingSoda
fungus,37,carpetCotton,bakingSoda
fungus,38,carpetCotton,bakingSoda
fungus,34,carpet,bakingSoda
fungus,39,carpetCotton,bakingSoda
fungus,35,carpet,bakingSoda
fungus,35,carpetCotton,bakingSoda
fungus,35,carpet,bakingSoda
fungus,33,carpetCotton,bakingSoda
fungus,34,carpet,bakingSoda
fungus,38,carpetCotton,bakingSoda
fungus,26,carpet,bakingSoda
fungus,34,carpet,bakingSoda
fungus,38,carpet,bakingSoda
fungus,37,carpet,bakingSoda
fungus,38,carpetCotton,bakingSoda
fungus,37,carpet,bakingSoda
fungus,39,carpetCotton,bakingSoda
fungus,27,carpet,bakingSoda
fungus,34,carpetCotton,bakingSoda
fungus,35,carpetCotton,bakingSoda
fungus,33,carpetCotton,bakingSoda
fungus,31,carpet,bakingSoda
fungus,29,carpetCotton,bakingSoda
fungus,33,carpet,bakingSoda
fungus,35,carpet,bakingSoda
fungus,34,carpetCotton,bakingSoda
fungus,31,carpetCotton,bakingSoda
fungus,39,carpetCotton,bakingSoda
fungus,40,carpetCotton,bakingSoda
fungus,30,carpet,bakingSoda
fungus,30,carpetCotton,bakingSoda
fungus,28,carpetCotton,bakingSoda
fungus,31,carpetCotton,bakingSoda
fungus,28,carpet,bakingSoda
fungus,37,carpetCotton,bakingSoda
fungus,34,carpet,bakingSoda
fungus,28,carpet,bakingSoda
fungus,31,carpetCotton,bakingSoda
fungus,30,carpet,bakingSoda
fungus,27,carpet,bakingSoda
fungus,37,carpet,bakingSoda
fungus,37,carpetCotton,bakingSoda
fungus,38,carpetCotton,bakingSoda
fungus,34,carpetCotton,bakingSoda
fungus,32,carpetCotton,bakingSoda
fungus,37,carpetCotton,bakingSoda
fungus,33,carpetCotton,bakingSoda
fungus,26,carpet,bakingSoda
fungus,28,carpet,bakingSoda
fungus,29,carpet,bakingSoda
fungus,37,carpet,bakingSoda
fungus,36,carpetCotton,bakingSoda
fungus,26,carpetCotton,bakingSoda
fungus,36,carpetCotton,bakingSoda
fungus,30,carpet,bakingSoda
glue,33,carpetCotton,bakingSoda
glue,44,carpetCotton,bakingSoda
glue,32,carpetCotton,bakingSoda
glue,50,carpet,bakingSoda
glue,37,carpet,bakingSoda
glue,29,carpetCotton,bakingSoda
glue,40,carpetCotton,bakingSoda
glue,49,carpet,bakingSoda
glue,28,carpetCotton,bakingSoda
glue,42,carpet,bakingSoda
glue,31,carpetCotton,bakingSoda
glue,27,carpetCotton,bakingSoda
glue,23,carpet,bakingSoda
glue,21,carpet,bakingSoda
glue,32,carpet,bakingSoda
glue,41,carpet,bakingSoda
glue,23,carpet,bakingSoda
glue,33,carpetCotton,bakingSoda
glue,23,carpet,bakingSoda
glue,42,carpetCotton,bakingSoda
glue,41,carpetCotton,bakingSoda
glue,46,carpetCotton,bakingSoda
glue,49,carpet,bakingSoda
glue,30,carpet,bakingSoda
glue,23,carpet,bakingSoda
glue,45,carpetCotton,bakingSoda
glue,45,carpet,bakingSoda
glue,27,carpet,bakingSoda
glue,50,carpetCotton,bakingSoda
glue,28,carpet,bakingSoda
glue,41,carpet,bakingSoda
glue,30,carpetCotton,bakingSoda
glue,45,carpetCotton,bakingSoda
glue,44,carpet,bakingSoda
glue,40,carpetCotton,bakingSoda
glue,49,carpetCotton,bakingSoda
glue,35,carpetCotton,bakingSoda
glue,24,carpetCotton,bakingSoda
glue,34,carpet,bakingSoda
glue,26,carpetCotton,bakingSoda
glue,23,carpetCotton,bakingSoda
glue,31,carpetCotton,bakingSoda
glue,23,carpet,bakingSoda
glue,37,carpetCotton,bakingSoda
glue,25,carpet,bakingSoda
glue,43,carpet,bakingSoda
glue,37,carpetCotton,bakingSoda
glue,33,carpetCotton,bakingSoda
glue,36,carpetCotton,bakingSoda
glue,24,carpetCotton,bakingSoda
glue,40,carpet,bakingSoda
glue,45,carpetCotton,bakingSoda
glue,34,carpetCotton,bakingSoda
glue,34,carpet,bakingSoda
glue,37,carpetCotton,bakingSoda
glue,37,carpet,bakingSoda
glue,25,carpetCotton,bakingSoda
glue,45,carpet,bakingSoda
glue,25,carpet,bakingSoda
glue,29,carpet,bakingSoda
glue,27,carpetCotton,bakingSoda
glue,32,carpet,bakingSoda
glue,26,carpet,bakingSoda
glue,47,carpet,bakingSoda
glue,39,carpet,bakingSoda
glue,46,carpetCotton,bakingSoda
glue,50,carpetCotton,bakingSoda
glue,31,carpet,bakingSoda
glue,34,carpetCotton,bakingSoda
glue,28,carpet,bakingSoda
glue,33,carpet,bakingSoda
glue,26,carpet,bakingSoda
glue,47,carpet,bakingSoda
glue,38,carpet,bakingSoda
glue,45,carpetCotton,bakingSoda
glue,24,carpet,bakingSoda
glue,27,carpet,bakingSoda
glue,29,carpet,bakingSoda
glue,26,carpetCotton,bakingSoda
glue,28,carpetCotton,bakingSoda
glue,38,carpet,bakingSoda
glue,36,carpetCotton,bakingSoda
glue,33,carpet,bakingSoda
glue,22,carpetCotton,bakingSoda
glue,30,carpetCotton,bakingSoda
glue,37,carpet,bakingSoda
glue,40,carpetCotton,bakingSoda
glue,49,carpetCotton,bakingSoda
glue,31,carpet,bakingSoda
glue,37,carpetCotton,bakingSoda
glue,22,carpetCotton,bakingSoda
glue,41,carpet,bakingSoda
glue,50,carpet,bakingSoda
glue,31,carpet,bakingSoda
glue,45,carpetCotton,bakingSoda
glue,22,carpetCotton,bakingSoda
glue,43,carpetCotton,bakingSoda
glue,36,carpetCotton,bakingSoda
glue,50,carpet,bakingSoda
glue,35,carpetCotton,bakingSoda
glue,40,carpet,bakingSoda
glue,49,carpet,bakingSoda
glue,39,carpet,bakingSoda
glue,27,carpetCotton,bakingSoda
glue,42,carpet,bakingSoda
glue,22,carpet,bakingSoda
glue,40,carpetCotton,bakingSoda
glue,36,carpetCotton,bakingSoda
glue,25,carpetCotton,bakingSoda
glue,43,carpetCotton,bakingSoda
glue,45,carpetCotton,bakingSoda
glue,29,carpet,bakingSoda
glue,24,carpet,bakingSoda
glue,26,carpetCotton,bakingSoda
glue,34,carpetCotton,bakingSoda
glue,30,carpet,bakingSoda
glue,41,carpetCotton,bakingSoda
glue,28,carpetCotton,bakingSoda
glue,46,carpetCotton,bakingSoda
glue,21,carpet,bakingSoda
glue,23,carpetCotton,bakingSoda
glue,30,carpetCotton,bakingSoda
glue,44,carpetCotton,bakingSoda
glue,37,carpet,bakingSoda
glue,31,carpet,bakingSoda
glue,39,carpetCotton,bakingSoda
glue,38,carpet,bakingSoda
glue,21,carpet,bakingSoda
glue,42,carpet,bakingSoda
glue,40,carpet,bakingSoda
glue,31,carpet,bakingSoda
glue,23,carpetCotton,bakingSoda
glue,32,carpet,bakingSoda
glue,26,carpet,bakingSoda
glue,45,carpet,bakingSoda
glue,44,carpetCotton,bakingSoda
glue,42,carpetCotton,bakingSoda
glue,28,carpet,bakingSoda
glue,23,carpet,bakingSoda
glue,48,carpet,bakingSoda
glue,28,carpet,bakingSoda
glue,32,carpet,bakingSoda
glue,47,carpet,bakingSoda
glue,47,carpetCotton,bakingSoda
glue,30,carpetCotton,bakingSoda
glue,44,carpet,bakingSoda
glue,44,carpetCotton,bakingSoda
glue,38,carpetCotton,bakingSoda
glue,32,carpetCotton,bakingSoda
glue,45,carpetCotton,bakingSoda
glue,21,carpet,bakingSoda
glue,48,carpetCotton,bakingSoda
glue,40,carpet,bakingSoda
glue,22,carpetCotton,bakingSoda
glue,38,carpet,bakingSoda
glue,33,carpetCotton,bakingSoda
glue,28,carpet,bakingSoda
glue,22,carpetCotton,bakingSoda
glue,24,carpet,bakingSoda
glue,22,carpet,bakingSoda
glue,46,carpet,bakingSoda
glue,39,carpetCotton,bakingSoda
glue,46,carpetCotton,bakingSoda
glue,21,carpet,bakingSoda
glue,37,carpet,bakingSoda
glue,35,carpetCotton,bakingSoda
glue,24,carpet,bakingSoda
glue,42,carpetCotton,bakingSoda
glue,46,carpet,bakingSoda
glue,27,carpet,bakingSoda
glue,48,carpetCotton,bakingSoda
glue,30,carpetCotton,bakingSoda
glue,21,carpetCotton,bakingSoda
glue,35,carpet,bakingSoda
glue,22,carpetCotton,bakingSoda
glue,24,carpetCotton,bakingSoda
glue,35,carpet,bakingSoda
glue,37,carpet,bakingSoda
glue,48,carpet,bakingSoda
glue,39,carpetCotton,bakingSoda
glue,25,carpetCotton,bakingSoda
glue,44,carpetCotton,bakingSoda
glue,38,carpetCotton,bakingSoda
glue,23,carpetCotton,bakingSoda
glue,46,carpet,bakingSoda
glue,46,carpetCotton,bakingSoda
glue,26,carpetCotton,bakingSoda
glue,27,carpet,bakingSoda
glue,28,carpetCotton,bakingSoda
glue,21,carpet,bakingSoda
glue,37,carpet,bakingSoda
glue,29,carpetCotton,bakingSoda
glue,29,carpet,bakingSoda
glue,30,carpetCotton,bakingSoda
glue,45,carpetCotton,bakingSoda
glue,49,carpetCotton,bakingSoda
glue,47,carpetCotton,bakingSoda
ink,36,carpet,bakingSoda
ink,28,carpet,bakingSoda
ink,33,carpetCotton,bakingSoda
ink,2,carpetCotton,bakingSoda
ink,44,carpet,bakingSoda
ink,56,carpetCotton,bakingSoda
ink,12,carpet,bakingSoda
ink,50,carpetCotton,bakingSoda
ink,19,carpet,bakingSoda
ink,55,carpet,bakingSoda
ink,29,carpet,bakingSoda
ink,1,carpet,bakingSoda
ink,37,carpetCotton,bakingSoda
ink,7,carpet,bakingSoda
ink,42,carpetCotton,bakingSoda
ink,55,carpet,bakingSoda
ink,33,carpet,bakingSoda
ink,9,carpet,bakingSoda
ink,27,carpet,bakingSoda
ink,42,carpetCotton,bakingSoda
ink,27,carpetCotton,bakingSoda
ink,6,carpet,bakingSoda
ink,60,carpetCotton,bakingSoda
ink,48,carpetCotton,bakingSoda
ink,37,carpet,bakingSoda
